C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000001.jpg,-0.000122823,0.383557052,1057.887279,-0.000122823,0.383557052,1057.887279
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000002.jpg,-0.000122823,0.383557052,1057.887279,-0.000122823,0.383557052,1057.887279
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000003.jpg,-0.000154689,0.42566665,344.7863958,-0.000118285,0.424019009,1405.591519
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000004.jpg,-0.00018099,0.457493592,334.6133479,-0.000140537,0.44034439,1315.390238
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000005.jpg,-0.000324589,0.605031355,295.6583334,-0.000220427,0.517543112,1259.23486
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000006.jpg,-0.000461304,0.775742885,242.0898152,-0.000306145,0.617480251,1215.305439
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000007.jpg,-0.000492534,0.823890739,224.0141476,-0.000343926,0.664163126,1176.274636
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000008.jpg,-0.000111188,0.298416715,402.9282319,-0.000171829,0.421392066,1144.742075
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000009.jpg,-0.000198295,0.358412974,397.624794,-0.000208644,0.437726267,1140.096092
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000010.jpg,-0.000219745,0.396635088,392.1946567,-0.000218334,0.448905995,1135.848962
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000011.jpg,-0.000248923,0.428441766,385.7434877,-0.000243911,0.459641088,1174.968428
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000012.jpg,-0.000273664,0.468125567,378.5426042,-0.000262586,0.481727225,1107.754049
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000013.jpg,-0.00021244,0.429934925,375.8117507,-0.000239516,0.466860329,1039.819581
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000014.jpg,-0.000212351,0.438301894,370.4766221,-0.000242359,0.471257227,1042.922117
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000015.jpg,-0.000153328,0.382685866,376.7777267,-0.000214416,0.442489629,1046.508444
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000016.jpg,-0.000192753,0.439634392,357.9483688,-0.000225565,0.459846617,1054.620384
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000017.jpg,-0.000232679,0.488396522,343.3854219,-0.000232101,0.467422257,1066.206239
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000018.jpg,-0.00028314,0.526987875,331.602056,-0.000244338,0.469943223,1078.143366
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000019.jpg,-0.000359721,0.608504299,309.2627794,-0.000291226,0.522129993,1071.010749
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000020.jpg,-0.000463955,0.760249936,255.7806854,-0.000351415,0.610507378,1062.174547
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000021.jpg,-0.000165254,0.316814942,414.2893488,-0.000214275,0.406970623,1048.53315
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000022.jpg,-0.000165254,0.316814942,414.2893488,-0.000214275,0.406970623,1048.53315
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000023.jpg,-0.000192323,0.355630776,411.2199662,-3.23E-05,0.16268809,1147.665021
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000024.jpg,-0.000184129,0.35537245,409.7124427,-3.23E-05,0.161932017,1147.951522
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000025.jpg,-0.00017789,0.362506113,405.269226,-0.000208572,0.408807657,1062.426814
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000026.jpg,-0.000169786,0.365050003,401.434677,-0.000205748,0.409070614,1065.275964
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000027.jpg,-0.000147893,0.346646759,403.3375454,-0.000193653,0.396139773,1069.624595
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000028.jpg,-0.000148834,0.354616334,398.5460321,-0.000189884,0.393037072,1075.619808
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000029.jpg,-0.00014212,0.347067797,399.4378129,-0.000179812,0.380644226,1082.314205
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000030.jpg,-0.00014152,0.349522075,394.9512703,-0.000168632,0.36879954,1091.331709
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000031.jpg,-0.000169419,0.368806015,389.0536051,-0.000166459,0.357905117,1105.248767
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000032.jpg,-0.000245225,0.454952917,363.0963198,-0.000204571,0.403578122,1102.725193
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000033.jpg,-0.00041185,0.635923346,310.7033618,-0.000291882,0.500970235,1097.60589
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000034.jpg,-0.000446027,0.692374355,289.8260101,-0.000319947,0.543210368,1087.554229
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000035.jpg,-0.00018907,0.295213765,434.2811469,-0.000204563,0.361480168,1075.565586
C:\Users\gborgaonkar\Desktop\private\data_for_lane_detection\transformed_images\transform_img_1000036.jpg,-0.00018907,0.295213765,434.2811469,-0.000204563,0.361480168,1075.565586
